filepath,ground_truth,weak_label,confidence
../data\raw-img\cane\OIP--tx2au-jG4xH01_RsE7UQQHaFj.jpeg,cane,cane,0.8589904467082989
../data\raw-img\cane\OIP--uc97pTac5w3RPh4jGAw4wHaJ-.jpeg,cane,cane,0.9908623580476633
../data\raw-img\cane\OIP--Vd4TYq5XdX4Flb0D3yBNAHaGg.jpeg,cane,gallina,0.35748029058851694
../data\raw-img\cane\OIP--vdk8YHsIaofbEeP7fq_BAHaHa.jpeg,cane,farfalla,0.48053077383638276
../data\raw-img\cane\OIP--winA9MguCMZn6fdverPlwHaEK.jpeg,cane,cane,0.9153316995013691
../data\raw-img\cane\OIP--XK9fGfui8Yd_sI6-rKx-AHaFj.jpeg,cane,cane,0.9956039537933257
../data\raw-img\cane\OIP--XyV2dbbCKXAX0Ucaw8VAgHaHi.jpeg,cane,cane,0.8172164979098164
../data\raw-img\cane\OIP--YOIKWP2AP0VVgYTomJcCQAAAA.jpeg,cane,cane,0.8421252446155363
../data\raw-img\cane\OIP--Z2dg_o5sGo8jua-d6vSagHaEK.jpeg,cane,cane,0.8961907748949994
../data\raw-img\cane\OIP--z3U3A2S2YYyBHV0r_u11gHaE8.jpeg,cane,cane,0.8256423196096142
../data\raw-img\cane\OIP--Zih5aJ_hAwXfs91iq3dZAHaJH.jpeg,cane,gatto,0.2567290286406206
../data\raw-img\cane\OIP--zlPCJX9pdszPedQS7B0qwHaEK.jpeg,cane,cane,0.8667237151416709
../data\raw-img\cane\OIP-0-TGu-jQ5fRR5fPXr1ijvQHaHa.jpeg,cane,cane,0.9182812229472782
../data\raw-img\cane\OIP-0-wd8D97zhdVNzIqoQFoVQHaEK.jpeg,cane,cane,0.8303608075260064
../data\raw-img\cane\OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpeg,cane,scoiattolo,0.3896928946186388
../data\raw-img\cane\OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpeg,cane,elefante,0.38880530748847075
../data\raw-img\cane\OIP-02OsWT9t46zXPceBxMicNQAAAA.jpeg,cane,cane,0.80746591610189
../data\raw-img\cane\OIP-036LqzhKXwF9eUWycl2V_QHaFt.jpeg,cane,cane,0.9519376049336113
../data\raw-img\cane\OIP-06txpJjbByyhAlbGkpSimAHaE8.jpeg,cane,cane,0.9181734015295382
../data\raw-img\cane\OIP-08Xf8bQxZmCDI_CozSO-YgHaH1.jpeg,cane,cane,0.922670279644888
../data\raw-img\cane\OIP-0977rkGtQ_PPflLXiMRRYAHaFM.jpeg,cane,cane,0.91835799939318
../data\raw-img\cane\OIP-09znoxk9htqGbe5yWTj1TAHaHa.jpeg,cane,gallina,0.44826218409983465
../data\raw-img\cane\OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpeg,cane,cane,0.861912935490426
../data\raw-img\cane\OIP-0aPTy5pR8zwqdi5jabdxjwHaGL.jpeg,cane,cane,0.9098695220963174
../data\raw-img\cane\OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpeg,cane,cane,0.9639414792984347
../data\raw-img\cane\OIP-0cKVI1PLYxC2MlqoYwMw4gHaHa.jpeg,cane,elefante,0.24984565241482987
../data\raw-img\cane\OIP-0CmAiR3-B-VLurayKj2mwAHaE8.jpeg,cane,cane,0.8831198329454043
../data\raw-img\cane\OIP-0cMunZ5IpSFGRbH_vYFvXgHaJ3.jpeg,cane,cane,0.8992327155351526
../data\raw-img\cane\OIP-0cwqK_pId75Pu0YLQq7HwgHaKj.jpeg,cane,cane,0.9605162833594594
../data\raw-img\cane\OIP-0cYdzGqi1lvZQkk0Hy0GGAHaIu.jpeg,cane,cane,0.9680092357935507
../data\raw-img\cane\OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpeg,cane,cane,0.8388848336738525
../data\raw-img\cane\OIP-0dSHMhefigdCub1VBv_9MQHaE7.jpeg,cane,cane,0.9002276340660874
../data\raw-img\cane\OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpeg,cane,cane,0.9249987920418039
../data\raw-img\cane\OIP-0FPDhJUsYOAYGur2SHKwLwHaGT.jpeg,cane,ragno,0.3385453545995339
../data\raw-img\cane\OIP-0Fr5OC5ePtaGGODisrMa0AHaJ3.jpeg,cane,cane,0.810623254410219
../data\raw-img\cane\OIP-0G1lmzPnTshwQJ_IEMNHgQHaFR.jpeg,cane,cane,0.993456660273401
../data\raw-img\cane\OIP-0GhaPMWsyP-8rHQIiZwBOQHaJn.jpeg,cane,cane,0.8724771333566994
../data\raw-img\cane\OIP-0gppx8vIxAdRrV48qls9-AHaEL.jpeg,cane,cane,0.8947134589293791
../data\raw-img\cane\OIP-0GXayY6pzysNy9qxkBT3uAAAAA.jpeg,cane,cane,0.9218387308141446
../data\raw-img\cane\OIP-0hW14btA_M6jJrHbL_G6xgHaHa.jpeg,cane,cane,0.8143909282539767
../data\raw-img\cane\OIP-0HXfzVFRivvb467cvpuuAwHaFj.jpeg,cane,cane,0.8975375031793679
../data\raw-img\cane\OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpeg,cane,ragno,0.4605864805474524
../data\raw-img\cane\OIP-0ik4tJOidfENT4WegQ_lXgHaFj.jpeg,cane,mucca,0.26861400177886924
../data\raw-img\cane\OIP-0ILQycoKxMbOp7MMGpUepgHaFF.jpeg,cane,cane,0.8102065614544472
../data\raw-img\cane\OIP-0J7moFaqzBbWZxPcWax00wHaGH.jpeg,cane,ragno,0.3325564771948168
../data\raw-img\cane\OIP-0Kcoh7K1yyhhwliorTrBQwHaFj.jpeg,cane,scoiattolo,0.38613841078789535
../data\raw-img\cane\OIP-0kv5rMPnEqT_3clDXrKfAQHaHa.jpeg,cane,cane,0.9903748184810641
../data\raw-img\cane\OIP-0KYHmox3tCl3bYt8o9GnHwHaIE.jpeg,cane,cane,0.8950770621903948
../data\raw-img\cane\OIP-0LdKi8l_IC_PpVxOcZAkiAHaFj.jpeg,cane,cane,0.8560862392059474
../data\raw-img\cane\OIP-0Lw2H3yMErImHPQ380Nm4QHaHa.jpeg,cane,cane,0.8287936862146846
../data\raw-img\cane\OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpeg,cane,cane,0.8760661813350692
../data\raw-img\cane\OIP-0MgXBMYWyaDiNS7t6xfmVAHaGu.jpeg,cane,cane,0.9291868545298154
../data\raw-img\cane\OIP-0mQIT4nlridLywx2VzDefwHaJn.jpeg,cane,scoiattolo,0.3162388077171573
../data\raw-img\cane\OIP-0Mt8jP41YC117m8g-vLBYwHaE8.jpeg,cane,cane,0.9361883984914008
../data\raw-img\cane\OIP-0N8C8uNOykUf56YdSHBRcgHaFV.jpeg,cane,cane,0.8885276526170933
../data\raw-img\cane\OIP-0Nllmx9DYctF9QAOC-QRiwHaEp.jpeg,cane,farfalla,0.5094251173177172
../data\raw-img\cane\OIP-0nS2eYuPVvrsMMJZvkUQnQHaEK.jpeg,cane,cane,0.8460919695933258
../data\raw-img\cane\OIP-0o7O9tycgwlNW03keu57dQHaEK.jpeg,cane,cane,0.8978155061019891
../data\raw-img\cane\OIP-0OIl_s9wblPyW_32D7R-kgHaGi.jpeg,cane,cane,0.8990490057417796
../data\raw-img\cane\OIP-0oJWg7brungXRAEoukjwyQHaIl.jpeg,cane,cane,0.8328827045431166
../data\raw-img\cane\OIP-0oUdVTIy0Q8ItRWieV4-1gHaFj.jpeg,cane,cane,0.8368940103513705
../data\raw-img\cane\OIP-0pFfkAiVCKSnDOFSXbD3UAHaFr.jpeg,cane,cane,0.8903675089229771
../data\raw-img\cane\OIP-0ptiy1AgJWRqnJWMyNuBMAHaFj.jpeg,cane,mucca,0.5616542900855717
../data\raw-img\cane\OIP-0puD1CyuoAtzceC8mzcqqQHaFj.jpeg,cane,cane,0.9130045678511511
../data\raw-img\cane\OIP-0qV19Xqejl0w8Pi5OWh0egHaE8.jpeg,cane,cane,0.9646230793203299
../data\raw-img\cane\OIP-0rl28i9PdxDkBEM3EzU2GgHaMc.jpeg,cane,cane,0.9720052225655342
../data\raw-img\cane\OIP-0roIvRX9eqv-UtoJsVQu9gHaF7.jpeg,cane,cane,0.9795109327510942
../data\raw-img\cane\OIP-0Rsy7qeIHwybwdB-hh-0uAHaHF.jpeg,cane,cane,0.8865697355547774
../data\raw-img\cane\OIP-0S6RS7x07FsK8M3LNVPK3gHaFj.jpeg,cane,cane,0.8344073979367503
../data\raw-img\cane\OIP-0s9Ku6vZ9treIFugcBdYDQHaIQ.jpeg,cane,cane,0.8174478330835181
../data\raw-img\cane\OIP-0tAhOUUt1hftKXuh8TAvFwHaFj.jpeg,cane,cane,0.9508465275254556
../data\raw-img\cane\OIP-0tJGTr4xGNW1l70Ea_fN1gHaHa.jpeg,cane,cane,0.9599522171467247
../data\raw-img\cane\OIP-0tMAa3ZV-BaGgW2DRBpVSAHaFj.jpeg,cane,cane,0.8638810972797031
../data\raw-img\cane\OIP-0tNdMJW0sj9eGgt8dyLq6wHaHX.jpeg,cane,cane,0.98120610516313
../data\raw-img\cane\OIP-0TsqwQJPrF_CPCp2Cb8ceQHaHa.jpeg,cane,farfalla,0.34680294371841935
../data\raw-img\cane\OIP-0TVM3QBWmx8xSce6rxVuZQHaER.jpeg,cane,farfalla,0.5616094305310448
../data\raw-img\cane\OIP-0UAigJHv06nPXPpNhjD9LAHaEJ.jpeg,cane,cane,0.8511467895397855
../data\raw-img\cane\OIP-0vt72fUZV0EO4ylG-OCrZQHaEK.jpeg,cane,cane,0.817846585658459
../data\raw-img\cane\OIP-0WqEJ-JHaZfzAfFcW_u9JgHaFj.jpeg,cane,cane,0.8309284535488825
../data\raw-img\cane\OIP-0WS9lPpkSYHRw0LWrBEw3QHaFj.jpeg,cane,cane,0.9406433118746615
../data\raw-img\cane\OIP-0XaxVg3aPvQ1Ay9EwygV2AHaHa.jpeg,cane,cane,0.9672838890411473
../data\raw-img\cane\OIP-0Xjz0Iw9s5CXEuQG2CGu1AHaEP.jpeg,cane,cane,0.8692124864756877
../data\raw-img\cane\OIP-0xyfQ1gSThIVANmA51mArwHaJ4.jpeg,cane,cane,0.8114548104094543
../data\raw-img\cane\OIP-0YnNhp62h77TilEL0A_M0gHaE7.jpeg,cane,cane,0.8830541812195358
../data\raw-img\cane\OIP-0ynVYYZyTyrWcIheuuyyMQHaNI.jpeg,cane,cane,0.833985697610254
../data\raw-img\cane\OIP-0YsYBkNjUXqvOr300zCUsgHaJV.jpeg,cane,cane,0.8233494174490754
../data\raw-img\cane\OIP-0ZHNKSq6ZdSkJKQ14rRFPwHaFe.jpeg,cane,gatto,0.43901523616615024
../data\raw-img\cane\OIP-0ZUseJP9oAiWbYsoISk2-AHaEK.jpeg,cane,cane,0.8336925101018997
../data\raw-img\cane\OIP-10kx-38P1HEX48ktB9m3SAHaFi.jpeg,cane,cane,0.9058359980299546
../data\raw-img\cane\OIP-10l7xSXajN0P3OUWxU0pAgHaEo.jpeg,cane,mucca,0.5679297772982923
../data\raw-img\cane\OIP-11I4h3JoOPyySDRiXsejsAHaFj.jpeg,cane,cane,0.8254349457693931
../data\raw-img\cane\OIP-11nMPkJPV5f2eI8LRh2wzQHaFq.jpeg,cane,cane,0.9464853649518317
../data\raw-img\cane\OIP-127wLh4lvZrhasRHpYBspgAAAA.jpeg,cane,cane,0.9734521086211584
../data\raw-img\cane\OIP-15Fp_dvnq3YXVVMYrXYORwHaFU.jpeg,cane,cane,0.9365132933812829
../data\raw-img\cane\OIP-16iKzWaFpNKn04Qj2mMDMgHaJU.jpeg,cane,gatto,0.5861536679629731
../data\raw-img\cane\OIP-16Mqc38MKBFr4a33cb_dFwHaGO.jpeg,cane,cane,0.9073601255709404
../data\raw-img\cane\OIP-16rRuuNCfnpO9Dwgz9mB5wHaDL.jpeg,cane,cane,0.931338673265971
../data\raw-img\cane\OIP-182l4BlagJigdHNMl7UjHQHaE6.jpeg,cane,cane,0.8319689270856976
../data\raw-img\cane\OIP-19rSogZk5fbKTsnh6DawdwHaJK.jpeg,cane,cane,0.9586212477756256
../data\raw-img\cane\OIP-1A7DY7n_aThaaY1idzNuXQHaJ4.jpeg,cane,cane,0.9430303957434464
../data\raw-img\cane\OIP-1appcud56ZHeE15GV7mVowHaFl.jpeg,cane,cane,0.9495091065125664
../data\raw-img\cane\OIP-1ATVAQaBK1DmRCx9hWYcRAHaJ4.jpeg,cane,pecora,0.23596516964372635
../data\raw-img\cane\OIP-1btZhPFxge5OYPGXxgtFbQHaHa.jpeg,cane,cane,0.8731930469685648
../data\raw-img\cane\OIP-1bzbn8c1gurVqeyZReofugHaJ4.jpeg,cane,cavallo,0.37171685633181417
../data\raw-img\cane\OIP-1CX-uJ9yQJM6_oY2bREWrgHaFj.jpeg,cane,cane,0.879896348433404
../data\raw-img\cane\OIP-1D6DYtdMQRnirTuoJ7mbmQHaE-.jpeg,cane,cane,0.821207192386403
../data\raw-img\cane\OIP-1djtL_mqX7gsgpCHeQqn8gHaEK.jpeg,cane,cane,0.8391697921443448
../data\raw-img\cane\OIP-1dN-3q4hcYQxmKLAFN6RBgHaEL.jpeg,cane,cane,0.9104855330448569
../data\raw-img\cane\OIP-1e5m6lc1j8ldtpU81shHCQHaDw.jpeg,cane,scoiattolo,0.20897814493135272
../data\raw-img\cane\OIP-1eFPH0zDILXlHr5h6Ft8-wAAAA.jpeg,cane,cane,0.8904473192867932
../data\raw-img\cane\OIP-1eSn_DkdvhsY2h1nFyntvAHaJE.jpeg,cane,cane,0.9426131587069889
../data\raw-img\cane\OIP-1evs8_7PML4x6YNl5jecXAHaIp.jpeg,cane,cane,0.8008351668713646
../data\raw-img\cane\OIP-1eZaeWPg1fIOFkvhqCRPzwHaFj.jpeg,cane,cavallo,0.22440549920501007
../data\raw-img\cane\OIP-1FT9qw5GK03bzZo8Kww5cwHaFj.jpeg,cane,cane,0.9409936086017208
../data\raw-img\cane\OIP-1fUY4qZacQDoA0hfOvwIEgHaJ4.jpeg,cane,cane,0.9378794046980395
../data\raw-img\cane\OIP-1fVSZG00aGmqiTDRWfZudgHaJn.jpeg,cane,elefante,0.28590050584013305
../data\raw-img\cane\OIP-1GTKsoYpXHataZXdxz6tZAHaFg.jpeg,cane,cane,0.8409131691887053
../data\raw-img\cane\OIP-1h2zCCzMCKlg2v7kNdvXEwHaC4.jpeg,cane,scoiattolo,0.30277821900056134
../data\raw-img\cane\OIP-1iHZVGiMaBPb5mp-0VE3GwHaEH.jpeg,cane,cane,0.8202649848464034
../data\raw-img\cane\OIP-1J2GTZlSQv0EqCc907fCzgHaEK.jpeg,cane,cane,0.8006501771992683
../data\raw-img\cane\OIP-1jjM-8OnyUA91PsAU83yKAHaEK.jpeg,cane,cane,0.9712055909450986
../data\raw-img\cane\OIP-1jRdOQ6si1syL6dwyEy4xwAAAA.jpeg,cane,cane,0.8553130985045527
../data\raw-img\cane\OIP-1jYMqXNvjLTPopIeJz4jMgHaFd.jpeg,cane,cane,0.8590763544017144
../data\raw-img\cane\OIP-1khVvX2oExW0mG6G2Y2WTwAAAA.jpeg,cane,cane,0.9620002897329692
../data\raw-img\cane\OIP-1KROJo9Yy9tu7IMAhoYe3gHaGh.jpeg,cane,cane,0.8132028102567241
../data\raw-img\cane\OIP-1LKeo3RBLcL9po4AlLS_ZgHaFB.jpeg,cane,pecora,0.4567272898840163
../data\raw-img\cane\OIP-1LpMShxkw9l7vqX3_1qnyAHaFj.jpeg,cane,cane,0.9417112031566153
../data\raw-img\cane\OIP-1LSP7JjBDGEXwEukPFh6HgHaEY.jpeg,cane,gatto,0.29068371781649105
../data\raw-img\cane\OIP-1mnMufvl5sMH5976RmOocgHaGS.jpeg,cane,cane,0.837596014002445
../data\raw-img\cane\OIP-1MV5ehdvqgv8jBq9-PU98gHaE8.jpeg,cane,cane,0.9320187300434603
../data\raw-img\cane\OIP-1Ndw-pGpyJdTrXad4uonNAHaFz.jpeg,cane,cane,0.9421981811329374
../data\raw-img\cane\OIP-1NXTAeieoewjwEjdnM7u5AHaGh.jpeg,cane,cane,0.913928665086666
../data\raw-img\cane\OIP-1O9iuW5YCaoMBa97JR5FLwHaHd.jpeg,cane,scoiattolo,0.4506329687330131
../data\raw-img\cane\OIP-1oZM5Z39NBJVzrp8QJCyNQCoEs.jpeg,cane,cane,0.8853018536394379
../data\raw-img\cane\OIP-1pWXyYosDRHiDD4jRKZA0AHaFj.jpeg,cane,gallina,0.5753058529447658
../data\raw-img\cane\OIP-1QAZ3az3PslGA0yMAYmPBQHaFZ.jpeg,cane,gallina,0.4692414268749082
../data\raw-img\cane\OIP-1qbIy0bMYYBPj9Efylrj0AHaE8.jpeg,cane,cane,0.8033771934243918
../data\raw-img\cane\OIP-1QCIOQONeHCTvmrZeZ_nqQHaEo.jpeg,cane,cane,0.8325966454508231
../data\raw-img\cane\OIP-1Q_r1kaGmFXYAkd28zlJvwHaFj.jpeg,cane,cane,0.8442049379046698
../data\raw-img\cane\OIP-1rZ6lbl7FFNU6DCNQhu1ugHaFG.jpeg,cane,cane,0.9029930811074437
../data\raw-img\cane\OIP-1sZ8l7JY81pPmZZZa3r09AHaJ4.jpeg,cane,farfalla,0.4444431736523349
../data\raw-img\cane\OIP-1TAVqN6lx6ytUZozD40uZAHaHa.jpeg,cane,cane,0.8012973819679735
../data\raw-img\cane\OIP-1tFQwT_jwgIcss3DZbEy_QHaFb.jpeg,cane,cane,0.9048773347349375
../data\raw-img\cane\OIP-1TxttjI9ayJZevR899z7zQHaJ4.jpeg,cane,cane,0.8327624157932841
../data\raw-img\cane\OIP-1T_EqqCz-3k9C4ReghtmJwHaFv.jpeg,cane,cane,0.8155975186856724
../data\raw-img\cane\OIP-1Ud0agik0z-Tc99An5YHxgAAAA.jpeg,cane,gatto,0.41427681264649285
../data\raw-img\cane\OIP-1uFKDNprKv32Js9JO2KMCwHaFi.jpeg,cane,farfalla,0.4862729047512008
../data\raw-img\cane\OIP-1UiwAQdMbUHb6BflmmWKFAHaEK.jpeg,cane,cane,0.8852277383886531
../data\raw-img\cane\OIP-1vVAcCfWzLBv3tYauU-ATAHaLh.jpeg,cane,cane,0.8254126463392949
../data\raw-img\cane\OIP-1w42QLuCwgQftnco1Qzb4gHaFu.jpeg,cane,elefante,0.5093414637488507
../data\raw-img\cane\OIP-1wq9vP9_aPSM7THOwyo2NwHaHq.jpeg,cane,cane,0.9833807573056268
../data\raw-img\cane\OIP-1xEPMi6CCw-cA0loI_sPQQHaEK.jpeg,cane,cane,0.889917248606875
../data\raw-img\cane\OIP-1XFM-0A5nIMIS2-3u84B3wHaJ3.jpeg,cane,cane,0.9234303287382417
../data\raw-img\cane\OIP-1XOvteollJztEFRUz-2nugHaE6.jpeg,cane,cane,0.9877820601003584
../data\raw-img\cane\OIP-20ZN0NVCG17s4Jl-znGDGAHaLH.jpeg,cane,elefante,0.21219531278234727
../data\raw-img\cane\OIP-21b8qStyN5swsjUF2jHGlgHaJ4.jpeg,cane,cane,0.9223574307966573
../data\raw-img\cane\OIP-21Ub9oFXRIzE5xff4Gku3wHaEK.jpeg,cane,cane,0.8029753721760049
../data\raw-img\cane\OIP-23BtwlKZ4n2xmqktbnwBEQHaFj.jpeg,cane,cane,0.8977971044075472
../data\raw-img\cane\OIP-24oiyOALFmdltOtqDPNo0gHaGR.jpeg,cane,cane,0.8854531254586114
../data\raw-img\cane\OIP-26-RJMmLVR9-DOAO70K1sAHaGy.jpeg,cane,cane,0.8757710879994324
../data\raw-img\cane\OIP-265EXG9A-Rpx7XFiccujkgHaG2.jpeg,cane,elefante,0.21890182896031352
../data\raw-img\cane\OIP-28PFSwLTy6uy0DNGhAYkUgHaFQ.jpeg,cane,cane,0.986303256083903
../data\raw-img\cane\OIP-2ahKaKuJKNGTDLFGiMh9WgHaK6.jpeg,cane,cane,0.9143951272805411
../data\raw-img\cane\OIP-2bDKeTK23GxSGuxrnBzm8QHaE7.jpeg,cane,cane,0.8938247897279938
../data\raw-img\cane\OIP-2blBR9VXGyR_GNy3yzR1TAHaEK.jpeg,cane,cane,0.838937224489629
../data\raw-img\cane\OIP-2cGz2FBezWurglSP69SNRgHaJ4.jpeg,cane,cane,0.861683924164944
